Text,Label,TextLength
انا بحب اتعامل مع الشباب بس المشكلة هي الالتزام بالمواعيد يقولك معاد ويجي بعدها بساعتين .,1,89
عمالة اضحك وانا من جوايا بعيط جامد اوي  .,1,41
دلوقتي لو الواحد كان عايز خوخ بقاله شهر  يجيبه منين بقى .علشان مش عارف اجيبه .,1,78
سيب الناس اللي معاك وتعالالي انا. انا اللي هفضل معاك العمر كله .,0,64
مش مهم حال المواطن ايه المهم انه بيتنفس وعايش .,1,47
تخليني انام وخاطري مكسور يعني  ضامن حضرتك اني اقوم من النوم تاني  مثلا .,1,72
اكبر عيب فيا هو اني بدخن كتير .,0,31
احلام بتقول  لكارمن  مش عايزة اقولك انك كنتي ممتازة لأنك كنتي ممتازة. يعني خلصنا من القذافي طلعتلنا احلام .,1,107
مش عارفة  كام مره غلطت في حق حد وكام مره خليت حد  يعيط بسببي بس انا متاكده انهم يستاهلوا لأن انا طيبه والله .,1,109
انا قررت اني اغير اسمي واخليه اسم صعب و طويل علشان الناس تكسل تنادينى مش عايز وجع دماغ  .,1,89
في شوية صحاب كدا تحس انهم مش بيظهروا غير في الاوقات الصعبة الناس دول انا بحبهم اوي .,1,84
دى الناس النضيفة  .,0,19
اختي من ساعة ماكبرت وبقت ماشاء الله عليها اهبل من الاول .,1,57
ظلمونى من غير ذنب حسدونى بزيادة .,1,33
بسمع صدى صوتك  مع زحمة الناس  .,0,31
صوتي رايح بقاله اسبوع من كتر الزعيق .,1,37
الناس الكبيرة دى البركة كلها .,0,30
الواحد لازم يتشاهد علي روحه وهو رايح البنزينة .,1,47
من يوم ما شفته ووقعت عيني عليه وانا ماشية بكلم نفسي .,1,53
احيانا مش بناخد بالنا او حتي مش بنحاول اننا ناخد بالنا  من اللي بيحبنا بجد .,1,76
احساس بايخ يوم ما تحس انك زعلان اوي بسبب حاجة متتقالش من تفاهتها .,1,66
‏زمان  يابني  القلوب كانت صافيه والناس فيهم خير مش زي دلوقتي .,1,62
اتخنقت من كتر الهموم .,1,22
ولما بتخنق من الدنيا كلها بجيلك انتي .,1,38
كل اللي حصل هو خير ليا وليه جملة بقولها و انا مقتنعه بيها بس انا مش عارفة انا بعيط ليه .,1,88
الناس طول الوقت بقت بتتريق علي الاخوان حتي في حالتهم دي .,0,57
دايما فيه شخص تحس إنك مجبر تفكر فيه كل شويه. صباحكم روقان ومزاج صافى .,0,70
ليس الإحسان غذاء ولا شرابا ولا كساء، بل هو مشاركة الناس في آلامهم.,0,66
مشكلتي اني معرفتش احسب لفراقهم حساب  .,0,38
يلا تصبحوا علي خير انا هنام دلوقتي لاني لازم اصحي الصبح اذاكر  .,1,64
قمة الصبر انك تعد تسمع حكاية من ولد صغير كاملة  .,1,49
يعز عليا اني اسيب البلد اللي اتربيت وكبرت فيها .,0,48
حكمة اليوم  إذا باعك أغلى الناس عادي  انتظر التنزيلات واشتري عشرة من أشكاله.,0,76
خد نفس عميق وقول من قلبك سبحان الله والحمدلله ولا اله الا الله .,1,64
عايزة اعرف بس اعمل فيه ايه تاني اكل و خلص لا حرام كدا مش كويس عليه  .,1,69
الواحد مش بيتعامل غير مع عاهات والله .,1,38
كل ادوات المكياج  باختلاف نوعيتها و جودتها متقدرش انها  تنور وش حد مطفي من الهم .,1,81
زعلانة من امبارح ومعرفش ليه .,1,29
احلام عاملة نفسها ولا  تمثال الاوسكار باللبس ده. مش عارف لو خلص البرنامج هتريق علي مين بعديكي  .,1,96
مش عايز اسمع حلفان ومش عايز اسمعك بتقول اسف لانك بتغلط كتير اوي .,1,65
مقدرش انام من غير مااتفرج علي حلقة برنامج ارب ايدول .,1,53
تقريبا مش البني ادمين بس اللي ليهم ريحة مميزة .الذكريات كمان لسة شامم ريحتها .,1,78
اكتر صوت بحبه هو صوت الطيارة لما بتعدي من فوق بيتنا بفرح اوي .,1,62
انا مفياش  حيل ابدأ اسبوع الشغل من اوله تاني والله  .,1,53
خلي ظنك دايما بربنا خير وربنا عند حسن ظن عبده .,1,47
معنى كلمه بحبك عند الراجل الكويتي هي انتي ام عيالي  ونفسي اني اتجوزك ومش هقدر اعيش من غيرك .,1,92
ناس بتفضل عمرها كله تحاول انها تلم فلوس و فى الاخر عمرها يخلص من غير ما تعيشه .,1,79
الحاجة اللي انا بعشقها جدا هي القهوة .,1,38
جيت نفس الشارع اكتر من مرة وكل مرة بتوه وافضل اسأل .,1,52
وأنتي بألف خير وإن شاء الله سنة خير وسعاده عليكي يا حبيبتي.,1,59
مش عارفة انا حاسة بايه دلوقتى لكن يمكن وجع عشان خسرت حد كان متعود يبقي معايا علي طول  ودلوقتى مبقاش جمبي  .,1,107
واللي مش عايز يذاكر ومفيهوش حيل يعمل ايه  .,1,43
ارخم حاجة انك تكون متعود تلبس ساعة وتخرج من البيت  و تكتشف فى نص الطريق انك مش لابس ساعة .,1,90
اصعب حاجة انك تفضل تتابع حد من بعيد وهو ميعرفش بس علشان تتطمن عليه  وفجاة تكتشف انه واقع في مشكلة وانت مش قادر تساعده .,1,119
الحياة بتبعدنا عن الناس اللي بنحبهم واحنا منقدرش نعل حاجة  بس بنحاول نقاوم الحياة وبعدين نعرف انه مفيش فايدة فنستسلم .,0,118
محمد طاهر صوته حلو اوي حرام انه طلع من البرنامج .,1,49
الناس بتقيم بعض بمزاجها لكن اساس التقييم الحقيقي هو تقييم ربنا لينا .,0,69
انا بعتذر والله لبرنامج ارب ايدول عارفة انه كان نفسكوا احضر معاكوا حلقة الفاينل بس معلش بقي تتعوض .,1,99
الصدقة اللي  انت بتدفعها انت اللي بتبقي محتاجها مش الناس .,0,58
نفسي الطش نفسي بالقلم و ازعقلها و اعاقبها بس مش عارفة  هيبقي شكلي عبيط .,1,72
ياخويا انا بعلمك زي مانا اتعلمت لاني مش عايزك تعمل نفس غلطتي .,1,62
اوحش احساس في الدنيا لما تكوني بتقولي الحقيقة و شكلك كداب  والمصيبه انك بتحلفي وانتي مش قادرة تمسكي نفسك من الضحك .,1,115
انت من اي نوع من البشر ازاي تقدر تخون اللي حبك يا دنيا اشهدي علي خيانته .,1,73
متجاملش الناس كتير عشان متبقاش منافق  ومتبقاش صريح اوي عشان متبقاش قليل الذوق .,0,79
مع احترامي للثقافات من كل نوع لكن متدخلوش الخيانة فى الشعر تاني انتوا جيل ميعرفش يعني ايه الحب اصلا .,1,101
المشكله مش ازاي اشوفك المشكله ازاي اخليك تفضل موجود .,1,53
الشكل الحلو بيتغير مع السن والملامح الجميلة بتروح مع مرور الوقت بس الإنسان الكويس بيفضل كويس طول عمره .,0,103
حد يقولي الاحلام شكلها بيبقي عامل ازاى .لانى مش بحلم  .,1,55
بدرية احمد مع جوزها الجديد  عيل كويتي صغير يخرب بيتها مبتزهقش من الجواز  .,1,74
رجل عنده تمانين سنة واقف فى طابور الانتخابات عمال يرقص  . الناس اتجننت  .,0,73
سيبك من الافلام  دى كلها هبل  .,1,31
ايوة بعترف اني عيطت يوم ماانت مشيت .,0,36
ايام الثانوية ليها طعم خاص تصرفات طايشة وشقاوة  بس كانت باحترام معرفش ازاي . بس كانت ذكريات مش هتتعوض تاني .,1,108
بضايق لو روحت اجبلهم اكل واسالهم عايزين ايه يقولوا هاتلنا زيك مش عارفين .,1,73
النهاردة فرحت اوي ان اخويا اتخرج من هندسة    .,1,46
حبيتك من قلبي ولا انت حاسس وغيرك بيحلم انه يكلمني. قد ايه الحياة ظالمة  .,1,73
انا سامحت كل الناس مش خوف منهم ولكن هزتني جملة بتقول لو ربنا بيغفر ويسامح يبقي انت مين عشان متسامحش  .,1,102
جوايا كلام مش عايز ودن تسمعه انا عايز قلب يحس بيه .,1,51
التلفزيون المصرى اعلن الحداد لوفاة البابا شنوده ومشغلين قران  المره دى .الناس دى عدت  مستويات  الهبل والغباء  .,0,111
الناس يحبونك على طبيعتك لاتتصنع  .,0,34
مش من طبعي اني اتجاهل  حد بس اللي عنده  نية يعكر مزاجي احب اقوله اني مؤمنة بقاعدة  طنش الحمير تعش امير .,1,104
الفيلسوف الفرنسي  اوغست كونت بيقول  انك عشان تحتفظ بالسعاده لازم انك تقسمها  مع الناس .,0,87
مش عارف مالي بقيت لما اعد وسط ناس احس ان المكان بيضيق عليا .,1,60
اول لما عرفت النت كنت بكتب اسمي بالكامل على جوجل كان ايه الهدف مش فاهم اى هبل وخلاص  .,1,86
‏​‏​‏​‏​قولت لماما اطلع البلكونة شوية قالتلي والله مانتي طالعة مش بتجيبي معاكي غير التراب .,1,91
اصعب لحظه لما تشوف من بعيد حد انت نفسك تحضنه زي مانت عايز بس الظروف بتقولك لا .,1,79
انا مش قد الغياب واوحش طبع فيا  اني لو حنيت لحد  بفضل اعيط .,1,60
اخاف فرحتي معاك تزيد و اخاف اني اتمناك اكتر من كدا فى الدنيا تستكترك عليا  و تاخدك بعيد عنى .,1,93
والله مطلعش فيه فرق كبير بين الاثنين . هما الاثنين انيل من بعض  .,1,65
يعني ايه امتحاناتي الفاينل بعد اسبوعين ولسة مذكرتش اي حاجة لا وفوق ده كله مش حاسة باي خوف.,1,90
الحسنة الوحيدة اللي خدتها لما دخلت علمي ان النهاردة عليا امتحان واحد بس .,0,73
معلش هي لسه ماوصلتليش لياالفكره .,1,33
اكثر النساء عرضة للولادة هن النساء الحوامل ترقبوا المزيد من اكتشافاتي .,1,71
عبد الحليم حافظ كان بيفضل يعيد فى الكوبلية كتير اوى  المرحوم كان فاضى باين .,1,76
التربيه العسكرية هتعلمك الادب انسى ايام الدلع خالص .,0,52
منى زكى من ارق الممثلات هى وغادة عادل بلا منافس .,0,49
ومن الفن ان تجعل من حزنك طريق للنجاح .,1,38
نفسي اشتري ميكروباص و احط صورتي و انا حاطط ايدي تحت دقني تحت المرايا كده و اعلق موز هيبقى ميكروباص مسخرة .,1,106
اللهم لا شماتة بس يستاهلوا اكتر من كدا .,1,40
كل شوية تسريبات لفلان وعلان على فكرة هى كلها جلدة بربع جنيه و نسد المكان اللى بيسرب ده.,0,87
مش ناقصه غم هى   .,0,18
و مفيش زى الحد اللى مهما بعدتوا عن بعض بترجعوا تانى اقرب و احسن من الاول .,1,74
اجعل من حاضرك واحة من السعاده ومن مسقبلك حديقة من الامل و من ماضيك بئر للنسيان .,1,80
الشعب الوحيد اللي مخافش من الزلزال و أتريق عليه كمان .,1,54
ايام الاختبارات سبحان الله فجاه احب اخواني الصغيرين وابقى عايز اللعب معاهم و اضحكهم غير كدا ببقى مش طاقهم .,1,107
انا من النوع الي يسكت و يتغاضى و يتجاهل و ممكن احاول ابرر لكن اذا غضبت انسانى خالص ببقى واحد تانى .,1,99
اسراقوا من العمر حياه قبل ان يسرق العمر اجمل سنوات حياتكم.,1,58
ادعي البرود خارجيا و من  جوايا عالم ثاني.,1,41
لا جدوى من الكلام  .,1,20
مشكله الناس اللي تدخل نفسها بكل شي ارف .,0,40
لن يلاحظ الناس الاشياء التي تفعلها كثيرا من اجلهم الا بعد ان تتوقف عن فعلها.,0,76
عندي احساس اني هسقط  .,0,22
اللهم أجعلني من الصابرين الحامدين .,1,35
احس انك مش بتعرفى تتعاملى مع الظروف والمشاكل بتزعلى  بسرعه .,1,60
كفاية  ما تبسطهاش اكتر من كدة.,1,30
الناس  منباساطين احلى انبساط.,0,29
و كالعادة اتصورت صورة شخصية النهاردة مش تمام  خالص  انا اصلا مفيش بينى و بين الاستيديوهات عمار.,1,95
قلوبنا عند بعضها .,1,18
انت غير الناس عندي .انت عندي شي غالى,0,36
اللى يزعل يخبط راسه فى الحيط .,0,30
السعاده ان تكون بقربك من خالقك .,1,32
عموما لا احب التعامل مع الانسان المزاجي . من يبرر تصرفاته بتقلبات مزاجه وظروفه .,1,80
لم تكن تنقصني ولكنك حين اتيت كنت اضافة جميلة لحياتي و اصبحت من الاهم فيها .,1,75
فوض امرك لله فحكمته اعظم من ان تدركها بعقلك،. فهو يعلم الخير لك ويدبره لك .,1,75
من اصدق ما قرات .,1,17
ياستي يعني هي جت عليهم البلد كلها ماشية بالبركه .,1,49
قال لها سقطتى من عينى قالت له  من كتر ما انت واطى ما حسيتش بكدا.,1,64
حرام عليكى والله هعدى فيها بس الحمد لله يعنى ممكن جيد جدا جدا لكن مش امتياز يعنى.,1,81
زعلان مني ما تولع اذا كان انا زعلان من نفسي .,1,45
كن طبيعيا وكن صريحا لا تتصنع ولا تستخدم اكثر من وجه لترضي احد فمن يريدك سيرضى بكل صفاتك وعيوبك .,1,96
مش بحب اشوف حد بكره بيستخف دمه .,1,32
والله الناس دى حلال فيها الاعدام .,0,34
احنا قلبنا مات مش بنخاف من الامتحانات .,1,39
علي سبيل الفشخرة  انا عمري ما صاحبت ولا هصاحب الحمد لله علي نعمة العقل  بلا قلةادب.,1,83
قصيرة واوزعة بس مجنونة وعسل احلى وقت تكلمها فيه لما تكون رايقة بتضحك احلى ضحك وفى ثانية مودها يتغير  طبعا,0,105
خرجتيني من اللحظه الرومانسيه دي ليه بس .,1,40
الغرباء  اصدقاء من الابتسامة الاولى .,1,37
التشابه بيني وبينك بيخليني ابتسم لما تاخذ من اسلوبي  واخذ من طبعك .,1,67
الاخوان مش عارفين يموتونا بالقنابل قالوا يموتونا من الضحك.,1,58
وسع من وش العقلاء عنبر رابعه.,1,29
المركب هتمشى بينا او من غيرنا  واهى ماشية  .,1,44
كلامكم سليم امي  هى فعلا الحياة .,0,33
الذكاء موروث من الام .,1,22
اللي عايزة من الدنيا  صحاب يسندوني لما اقع .,1,44
اوحش شعور بالعالم  لما تكون صادق و شكلك كذاب . والمصيبه تحلف وبرده مش مصدقينك    .,1,82
من جعل الحمد خاتمة النعمه جعلها اللہ فاتحة. الحمدلله ثم الحمدلله ثم الحمدلله حتى يبلغ الحمد منتهاه .,1,100
احن للماضى تعبنا من الحاضر .,1,28
ربي سخر لنا من عبادك اصحاب القلوب الطاهره النقيه.,1,49
ساعات الواحد يقوم من النوم بس النوم مش بيقوم منه .,1,50
كل من قال ماشي ‏الحال و انه بخير . والله بتكون فى عز الوڃع .,1,60
ان الله لايضيع اجر من احسن عملا.,1,32
أين الأردن من هذا الكلام  .,1,27
اعلم اننى انتظر شيئا ولكن هو من صنع خيالى فقط .,1,47
تعبت أوي من الناس وتصرفاتهم بجد تعبت واتخانقت   .,0,49
احترام الوقت قيمة كبيرة لا يعرفها كثير من الناس للأسف الشديد أعد أنا من هؤلاء الأشخاص    .,0,90
أكثر الناس حقارة هو ذلك الذي يعطيك ظهره وأنت في أمس الحاجه إليه .,0,65
ورفع الناس أيديهم بالدعاء هاتفين .  اللهم انصر الدين والدولة .,0,62
نجوى إبراهيم مذيعة الأطفال اعتبرها من اجمل الاعلاميات  واحب اتابعها.,1,68
أنا أشعر بالخوف عند اجتماع العائلة.,1,35
الناس تذاكر وتخلص وتبدا بمواد جديده وانا شغاله تأنيب ضمير وشيلة هم.,0,67
مافيش احلى من ايس كريم فى البرد.,1,32
انا بتشل من الناس اللى تدخل تويتر تكتب تويته السلام عليكم .,0,59
الحكومة عندنا هتتغير من فساد قديم الى فساد جديد    .,1,52
يحكى أن أحد الصالحين سئل ما سر تأثيرك في الناس  فقال  كنت أدعوهم بالنهار وأدعوا لهم بالليل  .,0,93
يقول الصاحب لصاحبه لو لفيت الدنيا مش هتلاقى صاحب وفى زى  .,1,58
اعاني كثير من بسبب الازعاج  .,1,29
اوعدك ما استخف دمي ﺑس لا تعصب علي .اوكي   .,1,43
‏هذا اللي قال عنه مارادونا  لو لم تكن هناك إصابات  لكان العالم نسى مارادونا .كذلك الحياة .,1,90
من أجمل فوائد الفيسبوك و تويتر انهم يجمعون لك اصدقائك منذ الزمن البعيد شكرا فيسبوك شكرا تويتر.,1,94
نفسي ألاقي كل الناس سعداء.,0,26
لولا انك من المؤسسين كنت سكعتك بلوك .,1,37
ازاى انتم فى يوم من الايام هتكونوا امهات مستقبل .,1,49
كلمه بحبك  من بنت متسواش حاجه قدام كلمه اجبلك اكل معايا  .,1,58
الناس دلوقتى بقت بتكفر اى حد يعترض على اى حاجة .,0,48
بعض البنات اذا فقدت الامل من الرجيم تقول  اصلا عادي الرجال يحبون المربربه تطمني يحبون كل شيء  مثل المقبره ما ترد ميت.,1,117
بنبقى قاعدين فى المحاضرة حمير مش فاهمين حاجة .,1,46
"مش شيء واحد غلط فيه اشياء كتير غلط , المجتمع كله اصبح غلط دي مش نظره تشاؤميه دي نظره واقعيه مساءك ورد يا حبيبى .",1,112
شخص عرفته بالصدفه  بس طلع جدع جدا  تقريبا الوحيد الي بحب انه يسال عني . مليون تحية ليه.,0,87
انا من الناس  مش بيهمني كرهتني او حبيتني كل واحد ومزاجه.,0,56
ياراجل كبر  مخك  هي الدنيا شكلها ملهاش ظبطه  .,1,46
ليه الواحد لما يزعل يقولوا ليه اشرب من البحر .,1,46
مش عاجبنى اخر رواية ليه حسيتها اوفر شوية .,1,42
كفاية بجد هرجع من كترالنفاق اللي انتوا الاتنين فيه  يخربيتكوا.,1,62
التوفيق من عند ربنا ان شاء الله .,1,33
يالا من هنا .,1,13
فشل البرادعى يعنى انهاء الباقية من الجدال .,1,43
انتوا مصدقين ان انتم نجحتوا .ومال انا مش مصدق ليه  .,1,52
كلبة  مفيش احلى من الجنان الا مع مجانين.,1,40
نفسى اعمل زى الناس اللى وقت الامتحانات تقفل موبايلها وتشيل هم المذاكرة وكدا .انما الواحد جبلة .,0,95
معرفش حضرتك شخصيا لكن من الناس اللي بتابع بوستاتهم دوما اني احبك في الله .,0,74
هناك من يحلم بالنجاح  ويسعى لتحقيقه .,1,37
مفيش احلي من انك تاكل شيكولاته قدام صاحبك المسيحي اليومين دول.,1,62
مش هنسكت حتى لو قتلونا .هما فاكرين ان ممكن الشعب يسكت باى كلمتين وخلاص .,1,72
احلي ابتسامة ممكن اشوفها هي ابتسامة الناس الكبيرة اللي كلها حكمة وابتسامة الاطفال اللي كلها براءة .,0,99
الناس فاكرة ان الطيبين لازم يكونوا هبل ومش بيعرفوا ياخدوا حقهم غلطانين اوي .,0,76
صاحبى من ايام ابتدائى كنا دايما بنخرج من الفسحه نروح نلعب عند بيته القديم . قضينا اجمل ايام مع بعض  ربنا يخليك ليا .,1,116
تبقي مصيبة لو الناس فكرت تلعب لعبة الارقام دي هنا فى تويتر .,0,60
وربنا الناس اللى بتعمل لنفسها لايك على بوستاتها وصورها دول مجانين .,0,67
اتخلى عن الكثير من اجل سلامة مزاجي والبعد عن تفاهة المجاملات   .,1,64
اللى شايفنى كده يعملى بلوك من غير اى زعل .,1,42
بيزعلوا من رد فعلنا . مش نتيجة افعالهم .,1,40
لا اكلت البرجر عندهم وحش اوى .,1,30
بحب اوى اشوف الناس اللى عندهم امتحانات وانا مش عندى بفرح فيهم .,1,63
صاحبى وحبيبى وكفاءه .من يوم  ماعرفتك  وانا متورط  . دماغنا واحده كلها شر .,1,74
هى دى اخلاق المسلمين حاجة تحزن .,0,32
الناس مش بتفهم فى السياسة . وتزعل اوى لو حد انتقادها وقالها لا  مش صح .,0,71
لازم الناس تفهم مش كل حاجة تتكتب يتعمل ليها ريتويت اوقات بكتون غلط .,1,68
الناس كلها نفسها في الجنة بس مين بيعمل بجد اللي يدخله فعلا الجنة .,0,66
مش طايقة اسمع الناس المنافقة دى على التلفزيون .,0,47
من اكتر الناس اللى بحب تمثليهم .اتفق معك .,0,42
الطيبين ربنا بيرزقهم بحب كل الناس اللي يشوفوهم .,0,48
دى موهبة مش عند اى حد  .,1,24
نفسي اروح اقتل كل الناس اللى بتزعلنى .,0,38
متهمتمش بكلام الناس لان كدا كدا رأيهم نفسه كل شوية بيتغير .,0,59
وخلى اخر همك الناس اصلهم مش دايمين .,0,36
انا مش منطوى. بس الناس اللى مش بحبها مش بحب افتح معاهم حوار .,0,61
الاخوان اصلا كلهم قال الله وقال الرسول وهما عملاء وخونه .,1,57
ما اعظمها من جلسة حين يكون انيسك الله و جليسك مصحفك و حديثك الاستغفار  .,1,72
خايف من الحسد هموت .,1,20
مثال يحتذى بيه لطالب فى كلية العلوم بيساعد و بيشتغل بجد وهو مش مستنى رد فعل من حد من الناس.,0,91
بتجيلى صدمة لما واحده حلوة اوى تتجوز واحد وحش اوى .اللى اهو البعيدة مش بتششوف .,1,79
مافيش حد مش بيلغط كلنا بنغلط  ونتعلم من غلطنا .,1,47
الناس خلصت امتحانات وراحت تصيف واحنا لسه بنمتحن .,0,49
بحسه من الناس الطيبة اللى خلصوا خلاص وبحترم الفن اللى بيقدمه .,0,62
مخي مش عايز يفصل من الاغنية شغالة فى دماغى 24 ساعه   .,1,54
اتمنى من  فودافون تبطل سرقة مننا.,1,33
انت مبسوط بس مش عارف ليه اهم حاجه انى مبسوط  .,1,46
اخس عليكم تخرجوا من غيرى .,1,26
فعلا كنا مرتحين من وجع الدماغ ده .الله بخرب بيته  فعلا احنا كنا مضلليين.,1,72
الناس سابت المذاكره والامتحانات وبتلعب ارقام.,0,45
يجري حاجه يعني لو بابا جاب الشاحن بتاعه من الشغل ويسيب بتاعى .ونبى ما هيجرى حاجة بدل ما انا عمالة ادور عليه  .,1,110
مفيش اجدع من البنت اللي تكون جمب صاحبتها يوم خطوبتها .,1,54
العرض  بكرا اتمني ان كل الناس تشرفنا و تفرحنا بوجودها .,0,55
الجدير بالذكر ان الهبل اللى بكتبة دة نابع من الهبل اللى بذاكرة .,1,64
مساء الفل على الناس الكل . مساء الياسمين على الناس اجميعين .اسف على الانقطاع والتقصير بالبوستات .,0,97
معرفهاش كويس بس التويتس بتاعتها حلوة وبتعشق الكورة وتقريبا بتفهم فيها اكتر من اخويا .,1,85
شكلك مقرف وانت بترمي همومك على الناس وكانهم ناقصين نكد .,0,56
الناس دى مش عايشة عيشة ادامية .,0,31
احببتها اكثر من ما ينبغي.,1,25
البنت بتفرح فرحة مش طبيعية اول ما تقولها احنا رايحيين نشتري لبس جديد .,1,70
الاغنية جميلة والله وكلماتها حلوة اوى .,1,39
انا اعطس بالحمام واقول الحمدلله ، واتذكر اني بالحمام واقول استغفر الله ، وبعدين يعني .,1,86
هى دى السياسه بتاعتهم من زمان ده اخرهم .,0,40
ما تزعلش لو حد كلمك بطريقة وحشة ممكن تكون انت اديته اكبر من حجمه .,1,66
من الفرحة والحماس اني خلاص هشوف اهلي بكرا مش جايلي نوم .,1,56
انا جايبالك خبر حلو قوي بس مش هقولك عليه غير لما توعدني بعزومة الاول .,1,70
الواحد عايز يطفش من ام البلد .,1,30
الواحد بيفتخر انه من نفس بلد احمد زويل .,1,40
نستعجل القادم  لانك تظنه افضل من الحالى ثم تصدم  .,1,50
واضح ان الناس كلها مش بتحبها. الحمد لله مش لوحدى .,0,50
ازاى فى طب وطول الوقت اون لاين مش عارف ازاى كدا .,1,49
احنا شعب مش  بيحب يواجه مشاكله .,1,32
غريبة اوى الناس دى .,0,20
اروح الامتحان وانا مش مذاكر واسقط ولا ماروحش واسقط برده .,1,57
و مهما كانت اعصابها ابرد من القطب الجنوبي ، وقت الغيرة بتقلب براكين هاواي .,1,75
اخيرا رجعت والمصحف وحشتنى اوى .,1,31
انتى اللى زيك مش لازم يعيش ليوم الاربعاء يتقتل الثلاثاء الصبح .,1,63
الجدعنه كلها من الاسكندرانية   .,1,32
القطط بتاعتى هى خير من يونسنى .,0,31
وانا اشتقتلك اكتر من اكل النويتلا  .,1,36
مساء الورود والازهار من مختلف الاصناف  .,1,40
دور علي اللي ناقص جواك و حاول تكمله بدل ما تفضل تتابع عيوب الناس .,0,66
تصبحوا علي خير و توفيق من عند ربنا .,1,36
الواحد عايز يطفش من البلد دى .,1,30
الناس كلها بتتريق عليه اصلا  .,0,30
اكتر اتنين عارفنى اكتر من نفسى امى والابراج  .,1,46
عندي احساس ان الاكونت بتاعى اتهكر من امبارح .,1,45
مصر بتفرح اومال انا مش بفرح ليه .,1,33
ايه ده هى الحاجات دى نزلت امتى وانا ماعرفش كدا .,0,48
مهما السمك كبر الحوت هيفضل حوت . من اروع ما قرات علي ضهر نص نقل .,1,65
هناك من ينتبه عندما تتغير نبره صوتك وينتبه لعيناك قبل ان تدمع لا تخسره .,1,72
عايز ترتاح  غمض عينك وانسى شي اسمه كلام الناس .,0,47
شعور وحش انك ميت من الجوع ومش قادر تعمل حاجه تاكلها .,1,53
ليش اذا تكلمنا مثل الناس يفهمونا مثل الحيوانات .,0,48
انا من النوع اللى بيحب ينام بدرى .,1,34
ينصح الناس بعدم الرياء والحذر منه وهو ابو الرياء.,0,49
سنة كانت ملخبطه من اولها بجد . اتبهدلت  واتمرمط  .,1,50
لا خلاص توبه والله  .,1,21
مستني ايه من شعب بيستقبل سنه جديدة بالرقص .,1,43
الكرامة اهم من الحب ، والصحة اهم من المال .,1,43
التوك توك مش شغلتنا بس اهى احسن من قعدتنا .,1,43
داوم على الابتسامة فهي تجلي الهموم وتريح النفوس وتزرع المحبة بين الناس  .,0,73
بالفيديو  منع لاعب سعودي من اللعب بسبب قصة شعره . يخربيت التخلف .,1,65
سقراط من الناس اللي بتابعها من فترة قصيره . حكمه عميقه فعلا  .,0,62
الناس كلها سافرت وانا قاعدة فى البيت مبعملش اى حاجة .,0,53
علشان تعيش حياة احسن لازم تحسن من اخلاقك .,1,42
عاجل  سرقة شاحن نوكيا من الشيخ حازم صلاح ابو اسماعيل والمئات من انصاره تتوعد بعدم السكوت   .,1,92
ورحلة التفكير بالدراسة قبل النوم اصعب من الدراسة نفسها  .,1,57
ده كلام الناس العاقلين .كلام جميل   .,0,37
مش مهم تتاخر .المهم تجيب اكل معاك .,1,35
احس انا الوحيده اللى مكبرة من المذاكرة  .,1,41
لا تنسوا صلاة الوتر فى الثلث الاخير من الليل .,1,46
اللي بيهاجموا عرض التسجيلات بيفكروني بهنيدي لما قال ازاي تهجموا علي الناس فى بيوت الدعارة .,0,91
وكان سهل لدرجه تقلق كنت حاسه انهم عاملين فخ فى النص وانا مش واخده بالى .,1,72
عن ايام لما كانت اقصى فرحتنا اليوم اللى نروح فيه المدرسه من غير اليونى فورم  .,1,78
مش نكدية ولا حاجة بس انا بحب اسمع الاغانى الحزينة .,1,51
بعض الكلمات تستشعر صدقها من ومضات حروفها وتتخيل شفاه كاتبها .,1,61
لا الاخوان فضايحهم كترت اوى .,1,29
دى شهادة من اخ كبير  .,1,22
يادى النيلة السنة باينه من اولها تفجير كنيسة الاسكندرية .,1,57
احنا بنتعلم من الحياة حاجات كتير بتقوينا اكتر واكتر .,1,53
علي حساب مصر وشعبها وبعدين مش لما نقول لهم يمثلوا يبقي يمثلوا .,1,63
نجوم الثورة ولاد بوبي واخلاقهم اوسخ من شلة مبارك.,1,49
بيجى بعد الصبر فرحة من القلب .,1,30
بستغرب اوى الناس اللى تذاكر يومين فى السنة وتستغرب انها سقطت  .,0,63
العطاء والتضحيه والتسامح اهم من الحب   .,1,40
ياعم ماتسيب اللي يكتب حاجة يكتبها براحتة كفاية رخامة علي الناس .,0,64
الليلة هقضيها رتويت و بس مش عايز اتكلم مع حد   .,1,48
لا اله الا الله  ملناش غيره هو اللي قادر يسترها معانا.,1,54
الحب مش بالشكل . الارواح الحلوة والنضيفة هي اللي تستاهل بعض .,1,61
طريقة مرسى فى الكلام تحسسك انه صاحب ورشة مش رئيس دولة .,1,55
اعتقد انا الوحيدة اللي مش بيهمها الريتويت و عدد الفولورز .,1,58
هو في اية يعني ننتظر عودة مبارك ولا ايه .ايه الناس اللى بتتاسف ليه .,0,68
ماتقلقش من اي حاجة علشان الايام كفيلة تثبت نية كل واحد.  نصيحة فى حياتك خلي توكلك علي الله .,1,92
لو عايز تعيش حياة سعيدة اربط حياتك بهدف معين مش بحد معين .,1,58
لما الدنيا تيجي عليك من كل ناحية خلي عندك امل واقف علي رجليك من تاني وقول قدر الله وماشاء فعل .,1,95
